video_id,publish_date,views,likes,dislikes,comments_disabled,ratings_disabled
id5900,2018-01-10T14:41:44.000Z,8300,7,1,FALSE,FALSE
id633,2018-01-14T17:54:38.000Z,2373,7,0,FALSE,FALSE
id4195,2018-01-22T17:32:59.000Z,6064,7,23,FALSE,FALSE
id2710,2018-01-29T16:59:45.000Z,2078,7,0,FALSE,FALSE
id2710,2018-01-29T16:59:45.000Z,2324,7,0,FALSE,FALSE
id2710,2018-01-29T16:59:45.000Z,2606,7,0,FALSE,FALSE
id2199,2016-10-13T16:57:52.000Z,2585,7,0,FALSE,FALSE
id355,2017-11-21T17:26:32.000Z,1095,8,2,FALSE,FALSE
id3866,2017-11-13T14:39:03.000Z,5439,8,0,FALSE,FALSE
id3866,2017-11-13T14:39:03.000Z,5696,8,0,FALSE,FALSE
id3205,2017-12-08T02:59:17.000Z,3128,8,3,FALSE,FALSE
id3205,2017-12-08T02:59:17.000Z,3180,8,3,FALSE,FALSE
id3205,,,,,,FALSE
id2613,2017-12-06T00:56:56.000Z,1893,8,0,FALSE,FALSE
id2831,2017-12-26T07:15:40.000Z,1719,8,0,FALSE,FALSE
id1161,2017-12-27T21:54:45.000Z,4168,8,1,FALSE,FALSE
,2017-12-27T21:54:45.000Z,5013,8,1,FALSE,FALSE
id633,2018-01-14T17:54:38.000Z,2514,8,1,FALSE,FALSE
id633,2018-01-14T17:54:38.000Z,2598,8,1,FALSE,FALSE
id2498,2017-12-16T04:29:25.000Z,2493,8,12,FALSE,FALSE
id2498,2017-12-16T04:29:25.000Z,2577,8,12,FALSE,FALSE
id2498,2017-12-16T04:29:25.000Z,2611,8,12,FALSE,FALSE
id4810,2017-12-16T04:29:25.000Z,2611,8,12,FALSE,FALSE
id2498,2017-12-16T04:29:25.000Z,2620,8,12,FALSE,FALSE
id4810,2017-12-16T04:29:25.000Z,2620,8,12,FALSE,FALSE
id2015,2018-01-25T06:47:24.000Z,1866,8,0,FALSE,FALSE
id2015,2018-01-25T06:47:24.000Z,1946,8,0,FALSE,FALSE
id3791,2017-11-14T13:25:56.000Z,3390,9,0,FALSE,FALSE
id3791,2017-11-14T13:25:56.000Z,3705,9,0,FALSE,FALSE
id3791,2017-11-14T13:25:56.000Z,3896,9,0,FALSE,FALSE
id2831,2017-12-26T07:15:40.000Z,1832,9,0,FALSE,FALSE
id2831,2017-12-26T07:15:40.000Z,1932,9,0,FALSE,FALSE
id2831,2017-12-26T07:15:40.000Z,2007,9,0,FALSE,FALSE
id2831,2017-12-26T07:15:40.000Z,2062,9,0,FALSE,FALSE
id2831,2017-12-26T07:15:40.000Z,2086,9,0,FALSE,FALSE
id6328,2018-01-16T12:16:44.000Z,748,9,0,TRUE,FALSE
id5760,2018-01-16T15:16:11.000Z,810,9,5,TRUE,FALSE
id5760,2018-01-16T15:16:11.000Z,820,9,5,TRUE,FALSE
id5760,2018-01-16T15:16:11.000Z,835,9,5,TRUE,FALSE
id6193,2018-01-23T15:30:01.000Z,549,,0,FALSE,FALSE
id6193,2018-01-23T15:30:01.000Z,554,9,0,FALSE,FALSE
id6193,2018-01-23T15:30:01.000Z,559,9,0,FALSE,FALSE
id4695,,3327,9,2,FALSE,FALSE
id4695,2018-01-25T22:00:03.000Z,3519,9,2,FALSE,FALSE
,,,,,,FALSE
id5895,2017-11-15T17:29:26.000Z,19800,10,102,FALSE,FALSE
id34,2017-11-13T20:41:45.000Z,704,10,2,FALSE,FALSE
id5895,2017-11-15T17:29:26.000Z,20292,10,102,FALSE,FALSE
id1387,2017-11-06T17:51:30.000Z,2421,10,0,FALSE,FALSE
id5895,2017-11-15T17:29:26.000Z,20464,10,103,FALSE,FALSE
id5296,2017-11-16T13:14:08.000Z,4078,10,0,FALSE,FALSE
id5895,2017-11-15T17:29:26.000Z,20541,10,103,FALSE,FALSE
