video_id,publish_date,views,likes,dislikes,comments_disabled
id3203,2017-12-18,53285,2134,112,False
id5831,2017-12-05,97039,2135,62,False
id5086,2018-01-30,75158,2135,113,False
id506,2018-02-05,266284,2135,113,False
id2634,2017-11-15,66021,2136,94,False
id5328,2017-11-29,99566,2136,419,False
id5070,2018-01-07,1314250,2136,144,False
id3501,2017-11-20,32642,2137,345,False
id2448,2017-11-20,174561,2138,133,False
id349,2018-01-12,138895,2139,31,False
id3534,2018-05-07,574998,2139,328,True
id4611,2017-12-07,160142,2140,992,False
id5897,2017-12-06,79229,2141,61,False
id3851,2017-11-25,44330,2142,263,False
id4538,2018-02-16,201015,2146,717,False
id4516,2017-11-28,46190,2148,101,False
id1684,2018-01-26,301693,2148,2908,False
id512,2017-11-20,122161,2149,23,False
id2330,2017-11-14,37533,2150,87,False
id4708,2017-12-07,77538,2150,55,False
id4298,2018-01-16,23911,2150,8,False
id5727,2018-02-16,126900,2150,276,False
id5086,2018-01-30,76132,2151,115,False
id1372,2018-02-21,81078,2152,94,False
id5321,2018-02-26,72558,2152,115,False
id5550,2018-01-04,161925,2153,2196,False
id348,2018-02-07,90123,2154,57,False
id6053,2018-01-05,40410,2155,26,False
id2638,2018-01-11,433450,2157,33,False
id5342,2018-01-17,53227,2157,134,False
id3501,2017-11-20,33343,2158,358,False
id1535,2017-11-28,70136,2159,103,False
id4155,2017-08-15,53965,2159,53,False
id2759,2018-01-11,365794,2159,194,False
id3034,2018-02-05,71146,2160,72,False
id2486,2018-04-26,248327,2160,459,False
id4454,2018-01-21,209799,2161,900,False
id3530,2017-11-22,116657,2162,47,False
id4454,2018-01-21,211303,2162,902,False
id2090,2018-03-18,295842,2162,44,False
id2228,2017-11-10,154494,2163,147,False
id5345,2018-01-29,184288,2163,51,False
id4655,2018-02-14,183721,2163,297,False
id5727,2018-02-16,127379,2164,279,False
id2717,2018-05-10,313599,2164,252,False
id4454,2018-01-21,212506,2165,903,False
id1747,2017-12-02,104499,2166,1066,False
id6303,2018-01-14,777617,2166,117,False
id5086,2018-01-30,76714,2166,116,False
id989,2017-11-19,226800,2167,123,False
id1621,2017-11-14,48037,2167,44,False
id2070,2018-05-19,571668,2167,262,False
id6104,2017-12-13,23187,2168,5,False
id3844,2017-12-20,70041,2168,101,False
id4454,2018-01-21,213764,2168,906,False
id2475,2017-11-28,394249,2169,5464,False
id2727,2017-12-05,62735,2169,35,False
id1597,2018-01-11,114276,2169,93,False
id3295,2018-01-18,242642,2169,177,False
id5727,2018-02-16,127987,2170,280,False
id3236,2017-11-28,50053,2172,151,False
id1908,2018-01-20,199524,2172,208,False
id798,2018-02-12,120748,2172,29,False
id5497,2017-12-13,65492,2173,71,False
id3203,2017-12-18,56301,2174,120,False
id5061,2018-02-24,61692,2174,166,False
id380,2017-11-30,82043,2175,85,False
id1839,2017-12-01,76186,2175,69,False
id4282,2018-01-10,99178,2175,165,False
id1332,2018-04-21,218158,2175,280,False
id2443,2017-11-22,77288,2176,464,False
id1832,2018-01-31,199486,2176,1248,False
id3700,2018-01-03,67875,2177,46,False
id4851,2018-01-28,296001,2177,74,False
id3026,2018-02-01,159888,2177,39,False
id5584,2018-03-28,1817044,2177,249,False
id540,2017-11-29,30244,2178,41,False
id4962,2018-01-11,396477,2178,320,False
id5453,2018-01-29,195396,2178,90,False
id2995,2018-02-16,59190,2179,75,False
id3382,2018-02-22,25961,2180,26,False
id3025,2018-01-24,148895,2181,429,False
id3277,2018-03-19,325110,2181,146,False
id1998,2017-11-22,104510,2182,273,False
id1951,2017-12-14,58278,2182,35,False
id3501,2017-11-20,34059,2183,375,False
id3029,2017-11-29,29220,2183,17,False
id1667,2018-01-16,113213,2183,119,False
id3152,2018-02-15,322504,2183,85,False
id1955,2018-01-31,74090,2184,47,False
id621,2018-02-16,27499,2184,37,False
id3616,2018-02-23,158808,2184,122,False
id6266,2017-12-06,90786,2185,247,False
id5620,2018-04-22,789871,2186,231,False
id4155,2017-08-15,56962,2187,53,False
id2353,2018-03-15,763000,2187,261,False
id2070,2018-05-19,581166,2187,269,False
id721,2017-12-22,54296,2188,95,False
id5496,2017-11-20,32639,2190,38,False
id308,2018-03-08,264122,2192,103,False
id3111,2017-11-09,38068,2195,28,False
id958,2018-03-27,169678,2195,148,False
id2148,2018-02-03,106605,2196,143,False
id1350,2018-02-20,105589,2199,98,False
id601,2017-11-24,143375,2200,51,False
id124,2017-12-14,267444,2200,391,False
id225,2018-01-16,322436,2200,176,False
id4088,2018-02-07,46298,2200,135,False
id1504,2018-02-06,313819,2200,845,False
id2070,2018-05-19,588972,2200,273,False
id659,2018-01-11,96897,2201,271,False
id4655,2018-02-14,188949,2201,297,False
id996,2017-12-18,69657,2202,298,False
id4069,2018-02-23,305007,2202,636,False
id2172,2017-12-18,343524,2203,320,False
id5061,2018-02-24,62579,2204,169,False
id2448,2017-11-20,195525,2205,148,False
id6262,2018-02-04,4629914,2205,199,False
id5584,2018-03-28,1823117,2205,258,False
id566,2018-05-22,288651,2205,381,False
id506,2018-02-05,291045,2206,115,False
id3027,2017-11-15,237107,2207,138,False
id2866,2018-01-25,75333,2207,129,False
id768,2017-11-29,201689,2208,94,False
id4425,2018-04-12,258266,2208,322,False
id5670,2017-11-25,265774,2209,2047,False
id5819,2018-02-12,221837,2209,391,False
id3944,2017-11-27,43885,2210,71,False
id1217,2017-12-06,233324,2210,418,False
id4172,2017-12-11,126003,2211,65,False
id4155,2017-08-15,60045,2211,53,False
id110,2017-12-26,79556,2213,215,False
id901,2018-05-16,204225,2214,303,False
id1531,2017-11-15,90268,2215,91,False
id4034,2018-02-16,340209,2216,921,False
id2090,2018-03-18,311180,2217,44,False
id2070,2018-05-19,596397,2217,278,False
id49,2017-11-21,454203,2218,1016,False
id1222,2018-02-14,302206,2218,1547,False
id3277,2018-03-19,337373,2218,152,False
id1868,2018-02-07,177269,2220,206,False
id1535,2017-11-28,74120,2221,106,False
id3277,2018-03-19,339840,2221,152,False
id6089,2018-04-19,802609,2221,186,False
id3203,2017-12-18,59549,2222,123,False
id4155,2017-08-15,61013,2223,53,False
id5741,2017-12-17,142429,2224,323,False
id2070,2018-05-19,601209,2224,284,False
id512,2017-11-20,139847,2225,25,False
id4282,2018-01-10,102243,2225,167,False
id5045,2018-04-13,114808,2225,100,False
id4618,2017-12-27,153458,2227,158,False
id6246,2018-01-17,148963,2227,183,False
id5780,2018-01-17,58035,2227,98,False
id3616,2018-02-23,166582,2227,127,False
id3277,2018-03-19,341643,2227,152,False
id1448,2018-04-29,425023,2228,1414,False
id4785,2017-11-13,93829,2229,36,False
id2330,2017-11-14,39720,2229,90,False
id5321,2018-02-26,78030,2229,122,False
id380,2017-11-30,89594,2230,96,False
id4155,2017-08-15,61475,2230,53,False
id4962,2018-01-11,416772,2231,329,False
id5224,2018-01-11,89531,2232,65,False
id5467,2018-01-18,158013,2232,72,False
id5161,2018-02-09,240481,2232,301,False
id3152,2018-02-15,330948,2232,85,False
id3113,2017-11-11,52591,2233,187,False
id2070,2018-05-19,605349,2233,288,False
id5411,2018-02-20,70479,2234,133,False
id1477,2018-04-23,226597,2234,79,False
id2090,2018-03-18,318662,2235,46,False
id249,2018-01-12,103738,2238,44,False
id5061,2018-02-24,63468,2238,171,False
id2246,2018-04-16,199868,2238,48,False
id1276,2017-12-19,111312,2239,243,False
id5897,2017-12-06,85078,2240,65,False
id2090,2018-03-18,323281,2240,47,False
id3472,2017-12-19,62412,2242,46,False
id542,2018-01-13,43836,2242,27,False
id4472,2018-01-30,190398,2242,296,False
id2473,2018-02-15,55532,2242,161,False
id2070,2018-05-19,610307,2243,289,False
id1535,2017-11-28,75324,2244,107,False
id3080,2018-01-25,26102,2246,10,False
id2070,2018-05-19,612481,2246,290,False
id2070,2018-05-19,614232,2246,293,False
id3236,2017-11-28,53025,2248,159,False
id5916,2017-11-29,839082,2248,836,False
id2856,2018-02-14,31701,2248,16,False
id2090,2018-03-18,325124,2248,47,False
id4744,2018-01-24,213015,2249,255,False
id2618,2018-03-05,315605,2249,360,False
id1908,2018-01-20,209887,2250,211,False
id5485,2017-12-06,64866,2252,17,False
id2090,2018-03-18,326261,2252,48,False
id2548,2018-02-05,84363,2253,81,False
id2090,2018-03-18,327251,2253,48,False
id2070,2018-05-19,618595,2253,294,False
id6123,2017-11-25,170955,2254,333,False
id2578,2017-12-12,261765,2254,503,False
id2916,2017-11-14,59959,2256,23,False
id1535,2017-11-28,76125,2257,107,False
id566,2018-05-22,298875,2257,387,False
id3538,2017-12-26,129299,2258,71,False
id5321,2018-02-26,80431,2259,125,False
id5550,2018-01-04,195603,2260,2305,False
id1809,2018-02-28,29546,2260,79,False
id958,2018-03-27,176087,2260,152,False
id5867,2017-12-02,35973,2261,66,False
id2267,2018-02-05,176598,2261,34,False
id506,2018-02-05,330553,2261,124,False
id5620,2018-04-22,819451,2261,248,False
id4540,2018-02-10,49064,2262,103,False
id5061,2018-02-24,64294,2263,176,False
id2007,2017-11-12,225044,2265,775,False
id419,2017-12-15,121419,2265,114,False
id3025,2018-01-24,161460,2266,440,False
id5345,2018-01-29,198533,2266,50,False
id4425,2018-04-12,265468,2266,328,False
id1350,2018-02-20,111950,2268,103,False
id1535,2017-11-28,76956,2269,108,False
id4282,2018-01-10,105197,2269,168,False
id1046,2018-01-15,514799,2269,249,False
id1908,2018-01-20,213968,2269,213,False
id512,2017-11-20,146487,2270,25,False
id6085,2018-04-19,758440,2270,886,False
id2098,2017-12-17,32157,2271,20,False
id2597,2018-02-24,72454,2271,153,False
id3152,2018-02-15,336953,2272,87,False
id1077,2014-08-01,138703,2275,177,False
id380,2017-11-30,95486,2278,101,False
id2924,2018-01-29,89985,2278,150,False
id3252,2017-11-13,211683,2279,545,False
id1908,2018-01-20,217531,2279,213,False
id4569,2017-11-21,34719,2280,40,False
id4372,2018-01-13,37295,2280,33,False
id2191,2018-01-14,146578,2280,467,False
id901,2018-05-16,218229,2280,320,False
id3217,2017-12-05,31200,2281,21,False
id2649,2018-01-19,284654,2281,81,False
id2628,2018-02-02,108418,2281,149,False
id5321,2018-02-26,81805,2281,126,False
id40,2017-11-12,45455,2282,35,False
id1332,2018-04-21,239152,2282,316,False
id2506,2018-05-05,225591,2283,153,False
id40,2017-11-12,45965,2284,35,False
id1715,2018-05-27,406220,2285,436,False
id2070,2018-05-19,642263,2285,303,False
id40,2017-11-12,46260,2286,35,False
id2252,2018-02-24,118869,2286,137,False
id5620,2018-04-22,837581,2286,257,False
id5460,2018-06-01,593120,2286,259,False
id89,2017-11-29,74370,2287,62,False
id6270,2017-12-18,135427,2288,159,False
id5321,2018-02-26,82852,2288,128,False
id4703,2018-02-27,21776,2290,37,False
id5550,2018-01-04,201894,2292,2331,False
id5780,2018-01-17,61549,2293,108,False
id3616,2018-02-23,174557,2294,134,False
id5620,2018-04-22,843612,2294,262,False
id901,2018-05-16,222338,2294,321,False
id5321,2018-02-26,83734,2295,129,False
id2824,2018-01-10,316092,2296,206,False
id4838,2018-04-16,174131,2296,160,False
id2070,2018-05-19,649426,2296,308,False
id1618,2018-01-22,515508,2297,2471,False
id1144,2018-01-09,57393,2298,80,False
id1421,2018-02-01,41268,2298,63,False
id566,2018-05-22,306884,2298,391,False
id5013,2017-12-08,78199,2299,78,False
id4896,2018-04-13,175181,2301,79,False
id5620,2018-04-22,848819,2302,264,False
id901,2018-05-16,223835,2302,324,False
id3236,2017-11-28,55675,2303,165,False
id5321,2018-02-26,84137,2303,132,False
id4425,2018-04-12,270661,2303,336,False
id4282,2018-01-10,107390,2305,168,False
id901,2018-05-16,224544,2305,325,False
id4921,2017-12-12,317143,2306,4508,False
id6104,2017-12-13,25159,2306,6,False
id901,2018-05-16,225505,2308,326,False
id5670,2017-11-25,289814,2309,2211,False
id1389,2018-02-26,76832,2309,173,False
id5620,2018-04-22,853869,2309,266,False
id901,2018-05-16,225558,2309,326,False
id1364,2018-01-26,226186,2310,421,False
id1448,2018-04-29,440716,2310,1446,False
id901,2018-05-16,226283,2311,326,False
id1659,2017-12-19,58943,2312,68,False
id442,2017-12-06,21953,2314,36,False
id5328,2017-11-29,120253,2315,513,False
id6085,2018-04-19,772531,2315,917,False
id2444,2017-12-17,66048,2316,342,False
id958,2018-03-27,183413,2316,157,False
id1276,2017-12-19,116133,2317,249,False
id1563,2018-02-14,143080,2317,129,False
id2548,2018-02-05,88189,2318,82,False
id5620,2018-04-22,856936,2318,270,False
id5620,2018-04-22,856527,2319,270,False
id2578,2017-12-12,278376,2321,517,False
id4339,2018-02-12,117661,2321,749,False
id2981,2017-12-01,85372,2322,326,False
id6048,2017-11-10,92523,2323,40,False
id2007,2017-11-12,237111,2323,786,False
id5916,2017-11-29,864903,2323,861,False
id1675,2017-12-22,300761,2323,212,False
id2819,2018-03-16,268714,2323,119,False
id1839,2017-12-01,87011,2324,75,False
id116,2017-11-15,17901,2325,50,False
id241,2018-01-24,148659,2325,136,False
id566,2018-05-22,314432,2325,396,False
id6123,2017-11-25,181255,2326,357,False
id5264,2017-12-01,116992,2326,91,False
id2084,2018-01-22,326353,2326,662,False
id418,2017-12-08,33074,2327,29,False
id5889,2018-04-09,409714,2327,1134,False
id3944,2017-11-27,46433,2328,74,False
id5269,2017-12-05,128551,2328,34,False
id3800,2018-03-23,1341323,2328,761,False
id3333,2018-05-23,1511003,2328,50,False
id1759,2018-01-17,55695,2329,54,False
id1955,2018-01-31,85995,2329,52,False
id5665,2018-05-31,4105809,2329,32,False
id1992,2018-02-13,82752,2330,261,False
id3113,2017-11-11,56372,2332,191,False
id5497,2017-12-13,73525,2332,74,False
id4425,2018-04-12,274575,2332,337,False
id1448,2018-04-29,447253,2334,1454,False
id2352,2018-02-22,130198,2335,82,False
id5780,2018-01-17,64316,2336,114,False
id3252,2017-11-13,220189,2338,565,False
id5670,2017-11-25,295048,2338,2221,False
id5411,2018-02-20,78564,2339,144,False
id5889,2018-04-09,414108,2341,1139,False
id1332,2018-04-21,249657,2341,328,False
id566,2018-05-22,319577,2341,398,False
id3472,2017-12-19,64772,2343,48,False
id59,2018-01-10,192909,2343,484,False
id2123,2018-02-14,50547,2343,18,False
id2618,2018-03-05,333232,2343,391,False
id2374,2018-01-04,31215,2345,21,False
id4425,2018-04-12,277085,2345,340,False
id1448,2018-04-29,450538,2345,1464,False
id5705,2018-02-24,129290,2346,2200,False
id6085,2018-04-19,780295,2346,924,False
id3124,2017-12-12,63660,2347,182,False
id5889,2018-04-09,417101,2348,1143,False
id5578,2017-11-15,90641,2349,409,False
id5416,2017-11-29,70756,2350,23,False
id3236,2017-11-28,58301,2351,170,False
id5897,2017-12-06,90961,2351,70,False
id5060,2018-01-13,197815,2351,603,False
id2629,2018-01-02,112914,2354,834,False
id1217,2017-12-06,266456,2357,495,False
id4425,2018-04-12,278613,2357,340,False
id5889,2018-04-09,419400,2357,1147,False
id6123,2017-11-25,185450,2358,359,False
id1276,2017-12-19,118664,2358,256,False
id4682,2018-04-23,351034,2358,136,False
id1448,2018-04-29,453599,2358,1467,False
id49,2017-11-21,487512,2360,1107,False
id1448,2018-04-29,456711,2364,1473,False
id2321,2018-05-01,268035,2364,207,False
id5328,2017-11-29,126565,2365,536,False
id709,2018-01-02,115227,2365,133,False
id566,2018-05-22,325214,2365,404,False
id3252,2017-11-13,224207,2366,570,False
id5741,2017-12-17,156585,2368,335,False
id966,2018-02-05,87637,2368,89,False
id5411,2018-02-20,80934,2369,146,False
id2578,2017-12-12,285672,2370,521,False
id2824,2018-01-10,333661,2370,219,False
id193,2018-02-20,86877,2370,44,False
id4425,2018-04-12,280009,2371,342,False
id5566,2018-01-01,25211,2372,34,False
id566,2018-05-22,327578,2372,406,False
id996,2017-12-18,79977,2373,335,False
id1012,2018-02-10,117245,2373,274,False
id1448,2018-04-29,458529,2373,1476,False
id1448,2018-04-29,458952,2373,1477,False
id6283,2017-12-11,28013,2374,15,False
id4785,2017-11-13,120697,2376,38,False
id4254,2018-01-18,159782,2377,466,False
id1046,2018-01-15,549963,2378,269,False
id4451,2018-02-18,357946,2378,343,False
id4034,2018-02-16,375097,2379,987,False
id914,2018-01-13,60474,2380,122,False
id2473,2018-02-15,58657,2380,165,False
id5916,2017-11-29,882653,2381,876,False
id4744,2018-01-24,239728,2381,273,False
id2924,2018-01-29,94923,2382,156,False
id1332,2018-04-21,256840,2382,334,False
id4769,2018-01-21,32746,2383,23,False
id1992,2018-02-13,85468,2383,264,False
id897,2017-12-05,158172,2384,84,False
id542,2018-01-13,49035,2384,28,False
id656,2018-01-18,102105,2384,56,False
id6085,2018-04-19,793682,2384,943,False
id4920,2018-02-08,60678,2385,41,False
id2824,2018-01-10,338841,2386,224,False
id3616,2018-02-23,184944,2386,144,False
id3390,2017-11-15,193082,2387,35,False
id3545,2018-01-19,305454,2387,683,False
id3403,2018-02-08,95726,2387,75,False
id6264,2018-03-09,235976,2387,37,False
id5660,2018-02-23,328127,2388,264,False
id6028,2018-02-23,89829,2388,15,False
id3734,2018-04-21,316379,2388,755,True
id6089,2018-04-19,832134,2389,192,False
id566,2018-05-22,330457,2389,407,False
id3252,2017-11-13,227345,2390,577,False
id4888,2018-03-02,191420,2390,42,False
id2919,2017-12-02,19767,2391,55,False
id2159,2017-11-29,197900,2394,372,False
id6123,2017-11-25,189308,2394,362,False
id5696,2018-02-16,26093,2395,44,False
id1276,2017-12-19,120663,2396,259,False
id5411,2018-02-20,82363,2396,146,False
id3538,2017-12-26,143133,2397,75,False
id2824,2018-01-10,343232,2397,232,False
id4135,2017-12-16,41073,2398,72,False
id3944,2017-11-27,47973,2399,74,False
id2228,2017-11-10,180606,2400,159,False
id5566,2018-01-01,25892,2400,35,False
id3157,2017-11-23,179838,2401,108,False
id1084,2018-01-24,806841,2401,397,False
id6048,2017-11-10,99019,2404,40,False
id4284,2017-11-27,398069,2404,1628,False
id1955,2018-01-31,99179,2404,52,False
id1385,2018-02-08,134533,2404,46,False
id4034,2018-02-16,383981,2404,1003,False
id2618,2018-03-05,345283,2406,395,False
id2824,2018-01-10,348527,2407,236,False
id5940,2018-01-23,116207,2407,163,False
id1654,2017-11-20,43667,2408,66,False
id1276,2017-12-19,122039,2408,260,False
id1364,2018-01-26,242506,2408,430,False
id3403,2018-02-08,99536,2408,76,False
id289,2017-11-28,43830,2409,35,False
id5328,2017-11-29,129917,2409,548,False
id3973,2018-03-02,619540,2409,92,False
id1992,2018-02-13,86300,2410,264,False
id5665,2018-05-31,4607807,2410,32,False
id3217,2017-12-05,33681,2411,22,False
id5411,2018-02-20,83433,2411,147,False
id3113,2017-11-11,59168,2412,193,False
id5062,2017-12-18,168675,2412,186,False
id5421,2018-02-02,657818,2412,227,False
id3252,2017-11-13,230403,2413,581,False
id6286,2018-05-20,407811,2414,240,False
id4172,2017-12-11,154851,2415,71,False
id1332,2018-04-21,262411,2415,338,False
id6104,2017-12-13,26575,2416,6,False
id921,2017-12-03,27616,2417,26,False
id5566,2018-01-01,26388,2417,35,False
id4744,2018-01-24,248015,2418,281,False
id5064,2017-12-26,265204,2419,264,False
id1987,2018-01-04,42033,2420,38,False
id3683,2018-01-29,97882,2420,78,False
id1276,2017-12-19,123530,2421,263,False
id205,2018-02-23,87041,2421,76,False
id5897,2017-12-06,94819,2424,71,False
id1046,2018-01-15,564379,2424,273,False
id5411,2018-02-20,84173,2424,147,False
id2506,2018-05-05,248524,2424,186,False
id5288,2017-11-12,311621,2425,145,False
id3620,2018-01-05,60790,2425,141,False
id4034,2018-02-16,386849,2425,1009,False
id3403,2018-02-08,101786,2426,79,False
id2098,2017-12-17,35020,2427,20,False
id5741,2017-12-17,165560,2428,336,False
id1364,2018-01-26,250060,2428,435,False
id4767,2017-11-10,238643,2429,5381,False
id4744,2018-01-24,250056,2429,281,False
id124,2017-12-14,315600,2430,469,False
id5647,2018-02-02,83779,2430,64,False
id4034,2018-02-16,389613,2430,1013,False
id6127,2018-02-28,235250,2431,70,False
id6085,2018-04-19,806586,2431,955,False
id686,2017-12-19,43083,2433,26,False
id1618,2018-01-22,534242,2433,2774,False
id2759,2018-01-11,442445,2434,230,False
id5916,2017-11-29,899565,2435,887,False
id4372,2018-01-13,41800,2435,35,False
id3403,2018-02-08,103909,2435,79,False
id2840,2017-12-13,19968,2436,25,False
id1276,2017-12-19,125045,2437,265,False
id1046,2018-01-15,575743,2438,280,False
id2267,2018-02-05,193371,2438,38,False
id1290,2017-11-17,267395,2439,1423,False
id1819,2017-12-30,41003,2439,93,False
id419,2017-12-15,146163,2440,131,False
id49,2017-11-21,511637,2441,1160,False
id3923,2017-12-26,200450,2441,349,False
id659,2018-01-11,121774,2442,290,False
id3699,2018-01-22,191508,2442,263,False
id3403,2018-02-08,104804,2442,79,False
id1364,2018-01-26,253965,2444,437,False
id1992,2018-02-13,87504,2444,266,False
id1212,2018-02-28,264989,2444,94,False
id5328,2017-11-29,132468,2445,558,False
id3403,2018-02-08,105240,2445,79,False
id3407,2017-12-05,218813,2446,22,False
id5566,2018-01-01,27095,2446,36,False
id2618,2018-03-05,354357,2447,402,False
id4785,2017-11-13,130950,2448,39,False
id5698,2017-12-13,47367,2448,41,False
id2486,2018-04-26,288663,2449,562,False
id1077,2014-08-01,154749,2450,191,False
id1839,2017-12-01,95044,2451,79,False
id4708,2017-12-07,92538,2451,66,False
id4134,2017-12-05,783921,2452,251,False
id1697,2018-05-09,165223,2452,265,True
id1077,2014-08-01,155958,2453,191,False
id249,2018-01-12,119128,2454,45,False
id3472,2017-12-19,69249,2455,48,False
id1077,2014-08-01,156394,2455,191,False
id89,2017-11-29,78612,2456,63,False
id1077,2014-08-01,156712,2456,191,False
id373,2017-12-08,84503,2457,42,False
id4618,2017-12-27,182557,2457,177,False
id2084,2018-01-22,367193,2457,719,False
id5161,2018-02-09,261318,2457,313,False
id4769,2018-01-21,34463,2458,24,False
id2791,2018-05-31,146669,2459,77,False
id542,2018-01-13,51981,2460,34,False
id5897,2017-12-06,97367,2461,72,False
id3700,2018-01-03,89832,2461,61,False
id1046,2018-01-15,584892,2461,283,False
id1955,2018-01-31,104929,2461,52,False
id2916,2017-11-14,69170,2462,24,False
id182,2017-11-29,432878,2462,184,False
id2649,2018-01-19,324898,2462,91,False
id4088,2018-02-07,54813,2462,139,False
id87,2017-12-12,48735,2465,109,False
id1332,2018-04-21,269779,2465,339,False
id3944,2017-11-27,49313,2466,74,False
id5328,2017-11-29,134522,2466,566,False
id1217,2017-12-06,283360,2466,512,False
id5013,2017-12-08,90400,2466,80,False
id180,2018-01-15,415308,2466,221,False
id6104,2017-12-13,27687,2468,6,False
id6170,2017-12-07,61121,2469,68,False
id1659,2017-12-19,67386,2469,76,False
id3538,2017-12-26,152234,2469,80,False
id4330,2018-01-19,35599,2473,107,False
id2618,2018-03-05,361003,2474,414,False
id2819,2018-03-16,298193,2474,133,False
id1992,2018-02-13,88388,2475,269,False
id5779,2018-02-21,35053,2475,284,False
id2506,2018-05-05,257704,2476,191,False
id49,2017-11-21,524511,2477,1184,False
id4825,2018-01-29,804777,2478,382,False
id5328,2017-11-29,136109,2479,573,False
id2098,2017-12-17,36233,2481,21,False
id2669,2018-02-12,132397,2481,97,False
id358,2018-02-27,160118,2482,1029,False
id4298,2018-01-16,35390,2483,16,False
id1012,2018-02-10,144945,2483,319,False
id1504,2018-02-06,403844,2484,1018,False
id3557,2018-05-15,361157,2484,255,False
id5665,2018-05-31,5121751,2484,45,False
id2374,2018-01-04,34141,2485,22,False
id179,2017-04-21,98966,2486,184,False
id4307,2018-02-13,64714,2486,580,False
id3217,2017-12-05,35353,2487,24,False
id2629,2018-01-02,128049,2488,893,False
id1618,2018-01-22,543596,2488,2895,False
id798,2018-02-12,139225,2488,34,False
id395,2018-06-04,238953,2488,191,False
id225,2018-01-16,379650,2489,207,False
id2506,2018-05-05,260474,2490,193,False
id5867,2017-12-02,47054,2491,91,False
id4769,2018-01-21,35668,2492,24,False
id2618,2018-03-05,366251,2493,418,False
id5548,2018-05-20,430201,2496,389,False
id5746,2017-12-23,49993,2498,87,True
id4378,2018-02-01,68612,2498,349,False
id2506,2018-05-05,262499,2498,196,False
id3029,2017-11-29,38479,2499,20,False
id2444,2017-12-17,75296,2500,391,False
id996,2017-12-18,89138,2501,389,False
id3816,2018-01-03,110448,2502,136,False
id4785,2017-11-13,136837,2504,39,False
id1164,2017-12-11,40362,2504,34,False
id5834,2018-01-29,1267983,2504,159,False
id5126,2018-03-01,48505,2504,17,False
id2506,2018-05-05,267468,2504,198,False
id2618,2018-03-05,369109,2505,420,False
id6089,2018-04-19,849310,2505,199,False
id1332,2018-04-21,277012,2505,344,False
id49,2017-11-21,534125,2507,1201,False
id914,2018-01-13,68016,2507,136,False
id4255,2018-01-12,213712,2509,1149,False
id1992,2018-02-13,89218,2510,269,False
id4099,2017-11-20,130189,2511,97,False
id2649,2018-01-19,338900,2511,97,False
id442,2017-12-06,28995,2512,36,False
id2098,2017-12-17,37102,2513,22,False
id1759,2018-01-17,65634,2513,66,False
id2506,2018-05-05,269126,2513,198,False
id2084,2018-01-22,385359,2514,727,False
id3472,2017-12-19,71241,2515,48,False
id2866,2018-01-25,93885,2518,144,False
id2618,2018-03-05,372037,2518,424,False
id2759,2018-01-11,491993,2519,238,False
id4769,2018-01-21,36591,2519,25,False
id4013,2018-01-31,47706,2519,19,False
id1371,2017-12-14,55467,2520,279,False
id225,2018-01-16,386398,2520,208,False
id4474,2018-01-29,31984,2520,14,False
id4307,2018-02-13,66369,2520,588,False
id3275,2018-02-14,100499,2521,38,False
id3808,2018-05-19,777042,2521,480,False
id1217,2017-12-06,297306,2522,538,False
id4372,2018-01-13,45056,2522,38,False
id3699,2018-01-22,201700,2524,272,False
id4426,2017-12-07,18229,2525,12,False
id614,2017-12-23,52022,2527,34,False
id721,2017-12-22,73790,2527,132,False
id3932,2017-12-18,45576,2528,42,False
id418,2017-12-08,39403,2529,43,False
id5955,2018-02-26,94088,2529,29,False
id4236,2017-11-13,68084,2530,88,False
id6139,2018-02-02,144680,2530,43,False
id195,2017-11-30,73470,2532,129,False
id2649,2018-01-19,343957,2532,99,False
id49,2017-11-21,540227,2533,1212,False
id5665,2018-05-31,5133886,2534,51,False
id524,2018-03-08,154692,2535,57,False
id659,2018-01-11,129914,2536,297,False
id2473,2018-02-15,62151,2536,168,False
id6104,2017-12-13,28679,2537,6,False
id5453,2018-01-29,268840,2537,112,False
id1012,2018-02-10,148201,2537,322,False
id225,2018-01-16,390396,2538,208,False
id4571,2017-11-10,1080230,2540,887,False
id3456,2018-05-05,348754,2540,293,False
id1729,2018-02-01,213825,2541,346,False
id4378,2018-02-01,74955,2541,382,False
id2252,2018-02-24,135565,2543,147,False
id3650,2018-02-28,292875,2543,69,False
id5810,2017-11-18,195386,2544,186,False
id2629,2018-01-02,133098,2544,908,False
id1847,2018-02-05,88867,2544,271,False
id1502,2018-03-15,148322,2545,113,False
id3217,2017-12-05,36949,2546,24,False
id475,2017-12-31,43437,2547,26,False
id225,2018-01-16,393010,2547,210,False
id1249,2018-02-10,467230,2547,2443,False
id3014,2017-12-15,29609,2548,29,False
id3699,2018-01-22,205567,2548,272,False
id5126,2018-03-01,49680,2548,17,False
id3965,2018-01-04,201673,2549,169,False
id2819,2018-03-16,310790,2549,139,False
id3454,2018-02-01,176254,2550,135,False
id225,2018-01-16,396970,2551,211,False
id3538,2017-12-26,157617,2552,83,False
id1012,2018-02-10,149792,2552,323,False
id5142,2018-04-19,114957,2552,40,False
id124,2017-12-14,344270,2553,499,False
id1332,2018-04-21,282081,2553,347,False
id5416,2017-11-29,81007,2555,29,False
id4767,2017-11-10,263656,2556,5584,False
id6283,2017-12-11,31485,2556,15,False
id2009,2017-11-29,262865,2557,1591,False
