video_id,publish_date,views,likes,dislikes,comments_disabled
id5804,2018-01-09,3741,72,9,False
id5036,2018-02-24,8659,72,4,False
id2249,2017-11-12,9833,73,21,False
id5105,2017-12-21,34029,73,44,False
id3796,2017-12-22,23341,73,9,False
id3443,2013-10-28,21113,73,2,False
id3443,2013-10-28,21150,73,2,False
id3443,2013-10-28,21175,73,2,False
id1291,2018-01-09,5263,73,144,False
id5804,2018-01-09,3940,73,9,False
id808,2018-02-27,7718,73,88,False
id1340,2017-12-05,15889,74,10,True
id200,2017-12-19,7379,74,2,False
id3796,2017-12-22,23764,74,9,False
id3796,2017-12-22,24161,74,9,False
id3796,2017-12-22,24371,74,9,False
id1291,2018-01-09,5760,74,147,False
id3103,2018-01-16,74371,74,91,False
id3103,2018-01-16,84534,74,91,False
id1111,2013-07-08,28954,74,9,False
id1111,2013-07-08,29108,74,10,False
id3218,2018-02-01,8469,74,17,False
id808,2018-02-27,7767,74,88,False
id5971,2017-11-15,3006,75,4,False
id1340,2017-12-05,16210,75,10,True
id3103,2018-01-16,79597,75,91,False
id1111,2013-07-08,29233,75,11,False
id1111,2013-07-08,29305,75,12,False
id2865,2017-12-11,11994,76,60,False
id5970,2017-12-12,22627,76,9,False
id814,2017-12-17,3290,76,1,False
id4086,2017-12-22,32416,76,8,False
id1059,2018-01-15,4167,76,18,False
id2249,2017-11-12,10542,77,22,False
id5105,2017-12-21,35233,77,47,False
id2955,2018-01-11,205715,77,17,False
id5938,2018-01-22,2617,77,20,False
id5938,2018-01-22,2816,77,21,False
id3474,2008-08-07,26482,78,1,False
id3474,2008-08-07,26710,78,1,False
id1417,2017-12-04,3888,78,5,False
id1047,2017-12-08,13832,78,8,False
id5970,2017-12-12,25386,78,10,False
id4968,2017-12-18,8697,78,11,False
id4795,2017-12-23,21723,78,73,False
id2900,2018-01-24,20797,78,8,False
id3474,2008-08-07,26830,79,1,False
id4868,2017-12-24,3287,79,3,False
id1567,2017-12-22,16180,79,1,False
id3702,2018-01-30,21913,79,12,False
id200,2017-12-19,7872,80,2,False
id3536,2017-12-30,7251,80,4,False
id2474,2018-02-05,13570,80,23,False
id2156,2017-11-28,3696,81,12,False
id555,2018-01-24,24591,81,236,False
id4865,2018-01-29,6326,81,6,False
id3810,2017-11-30,11484,82,4,False
id2156,2017-11-28,3817,82,12,False
id2156,2017-11-28,3928,82,13,False
id3536,2017-12-30,7724,82,5,False
id1907,2012-09-06,51932,82,4,False
id1907,2012-09-06,52038,82,4,False
id1907,2012-09-06,52124,82,4,False
id71,2018-01-18,44262,82,4,False
id2450,2017-11-13,21544,83,74,False
id2450,2017-11-13,22101,83,74,False
id2450,2017-11-13,22221,83,74,False
id2450,2017-11-13,22302,83,75,False
id2156,2017-11-28,4010,83,13,False
id2973,2017-12-12,11325,83,4,False
id4868,2017-12-24,3466,83,3,False
id4464,2010-05-01,48682,83,4,False
id4464,2010-05-01,48859,83,5,False
id582,2017-11-15,15232,84,11,False
id200,2017-12-19,8154,84,2,False
id3536,2017-12-30,8086,84,5,False
id4868,2017-12-24,3570,84,3,False
id4868,2017-12-24,3635,84,3,False
id5625,2018-01-18,8128,84,11,False
id4464,2010-05-01,49147,84,5,False
id3536,2017-12-30,8232,85,5,False
id6341,2018-01-07,11107,85,26,False
id4464,2010-05-01,49303,85,5,False
id2510,2018-01-23,4722,85,2,False
id1051,2017-11-16,12831,86,5,False
id2249,2017-11-12,11156,86,22,False
id2561,2018-01-17,104084,86,39,False
id6232,2017-11-14,46954,87,18,False
id4464,2010-05-01,49359,87,5,False
id4086,2017-12-22,36392,88,8,False
id4637,2018-01-31,237052,88,8,False
id5360,2017-11-13,7265,89,8,False
id1051,2017-11-16,14190,89,5,False
id1051,2017-11-16,14527,89,5,False
id1051,2017-11-16,14609,89,5,False
id1051,2017-11-16,14657,89,5,False
id3300,2017-12-25,5751,89,49,False
id4464,2010-05-01,49407,89,6,False
id2584,2018-01-30,11038,89,52,False
id4260,2017-11-27,6320,90,8,False
id2063,2017-11-23,4767,90,1,False
id2846,2017-12-10,14670,90,23,False
id2973,2017-12-12,12371,90,4,False
id2738,2018-01-04,27632,90,15,False
id4104,2018-01-22,2055,90,4,False
id4100,2018-02-05,12483,90,31,True
id4168,2018-02-23,40649,90,36,False
id2527,2017-12-05,6979,91,48,False
id271,2017-12-12,5575,91,44,False
id2973,2017-12-12,13164,91,4,False
id2561,2018-01-17,193188,91,41,False
id4085,2018-02-15,27705,91,16,False
id6110,2017-11-08,3591,92,4,False
id5801,2011-08-19,19006,92,6,False
id369,2018-01-23,13932,92,56,False
id3770,2017-11-14,98396,93,19,False
id666,2011-03-01,16823,93,275,False
id271,2017-12-12,5722,93,45,False
id1567,2017-12-22,17847,93,1,False
id5801,2011-08-19,20107,93,6,False
id2738,2018-01-04,29968,93,17,False
id913,2018-01-14,7278,93,20,False
id2561,2018-01-17,303682,93,41,False
id4399,2018-01-26,82166,93,26,False
id4700,2018-02-07,5011,93,143,False
id2718,2018-02-09,14538,93,16,False
id2718,2018-02-09,14690,93,16,False
id2718,2018-02-09,14768,93,16,False
id43,2018-02-23,23877,93,30,False
id5532,2017-11-14,84580,94,4,False
id4086,2017-12-22,42259,94,9,False
id4086,2017-12-22,44610,94,9,False
id4086,2017-12-22,48112,94,10,False
id4366,2018-01-12,9666,94,7,False
id4980,2018-01-19,41472,94,9,False
id1175,2018-02-23,9197,94,54,True
id6295,2018-01-31,11300,95,18,False
id1567,2017-12-22,18739,96,1,False
id1635,2018-01-12,3329,96,1,False
id4085,2018-02-15,30386,96,18,False
id6110,2017-11-08,3841,97,4,False
id3889,2017-12-14,131430,97,6,False
id1175,2018-02-23,9747,97,58,True
id4865,2018-01-29,7621,98,6,False
id3218,2018-02-01,22209,98,30,False
id1168,2017-12-04,8633,99,1,False
id2988,2018-01-29,4087,99,13,False
id2584,2018-01-30,12684,99,60,False
id1175,2018-02-23,10431,99,61,True
id1175,2018-02-23,10603,99,61,True
id1175,2018-02-23,10693,99,64,True
id1175,2018-02-23,10756,99,64,True
id1175,2018-02-23,10806,99,64,True
id6110,2017-11-08,3987,100,4,False
id1118,2017-12-29,5444,100,4,False
id5625,2018-01-18,10695,100,12,False
id1004,2018-01-26,14685,100,133,False
id2572,2018-01-30,523481,100,13,False
id2988,2018-01-29,4176,100,13,False
id954,2018-02-03,9489,100,12,False
id4085,2018-02-15,32856,100,18,False
id3188,2018-01-19,5371,101,81,False
id2584,2018-01-30,12981,101,61,False
id6207,2017-12-18,11730,102,49,False
id5512,2018-01-02,6816,102,75,False
id6107,2018-01-08,4950,102,1,False
id2561,2018-01-17,420892,102,43,False
id4142,2018-02-22,10698,102,21,False
id3085,2014-03-15,16231,103,7,False
id2561,2018-01-17,527093,103,43,False
